,movie_title,nominee,category,year_released,year_awarded,win
6630,"Serious Man, A",Michael Stuhlbarg,Best Performance by an Actor in a Motion Picture - Musical or Comedy,2009,2010,False
6631,Precious: Based On The Novel Push By Sapphire,Mo'Nique,Best Performance by an Actress in a Supporting Role in any Motion Picture,2009,2010,True
6632,Up In The Air,Vera Farmiga,Best Performance by an Actress in a Supporting Role in any Motion Picture,2009,2010,False
6633,Up In The Air,Anna Kendrick,Best Performance by an Actress in a Supporting Role in any Motion Picture,2009,2010,False
6634,A Single Man,Julianne Moore,Best Performance by an Actress in a Supporting Role in any Motion Picture,2009,2010,False
6635,Nine,Penélope Cruz,Best Performance by an Actress in a Supporting Role in any Motion Picture,2009,2010,False
6636,Inglourious Basterds,Christoph Waltz,Best Performance by an Actor in a Supporting Role in any Motion Picture,2009,2010,True
6637,Invictus,Matt Damon,Best Performance by an Actor in a Supporting Role in any Motion Picture,2009,2010,False
6638,"Messenger, The",Woody Harrelson,Best Performance by an Actor in a Supporting Role in any Motion Picture,2009,2010,False
6639,"Last Station, The",Christopher Plummer,Best Performance by an Actor in a Supporting Role in any Motion Picture,2009,2010,False
6640,"Lovely Bones, The",Stanley Tucci,Best Performance by an Actor in a Supporting Role in any Motion Picture,2009,2010,False
6641,Avatar,James Cameron,Best Director - Motion Picture,2009,2010,True
6642,"Hurt Locker, The",Kathryn Bigelow,Best Director - Motion Picture,2009,2010,False
6643,Up In The Air,Jason Reitman,Best Director - Motion Picture,2009,2010,False
6644,Inglourious Basterds,Quentin Tarantino,Best Director - Motion Picture,2009,2010,False
6645,Invictus,Clint Eastwood,Best Director - Motion Picture,2009,2010,False
6646,Up In The Air,"Jason Reitman, Sheldon Turner",Best Screenplay - Motion Picture,2009,2010,True
6647,District 9,"Neill Blomkamp, Terri Tatchell",Best Screenplay - Motion Picture,2009,2010,False
6648,"Hurt Locker, The",Mark Boal,Best Screenplay - Motion Picture,2009,2010,False
6649,It's Complicated,Nancy Meyers,Best Screenplay - Motion Picture,2009,2010,False
6650,Inglourious Basterds,Quentin Tarantino,Best Screenplay - Motion Picture,2009,2010,False
6651,,Up,Best Motion Picture - Animated,2009,2010,True
6652,,Coraline,Best Motion Picture - Animated,2009,2010,False
6653,,Fantastic Mr. Fox,Best Motion Picture - Animated,2009,2010,False
6654,,"Princess And The Frog, The",Best Motion Picture - Animated,2009,2010,False
6655,,Cloudy With A Chance Of Meatballs,Best Motion Picture - Animated,2009,2010,False
6656,"Germany, Michael Haneke",The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),Best Motion Picture - Foreign Language,2009,2010,True
6657,"Italy, Giuseppe Tornatore",Baarìa,Best Motion Picture - Foreign Language,2009,2010,False
6658,"Spain, Pedro Almodóvar",Broken Embraces,Best Motion Picture - Foreign Language,2009,2010,False
6659,"Chile, Sebastián Silva",The Maid (La Nana),Best Motion Picture - Foreign Language,2009,2010,False
6660,"France, Jacques Audiard",A Prophet (Un Prophete),Best Motion Picture - Foreign Language,2009,2010,False
6661,Up,Michael Giacchino,Best Original Score - Motion Picture,2009,2010,True
6662,The Informant!,Marvin Hamlisch,Best Original Score - Motion Picture,2009,2010,False
6663,Avatar,James Horner,Best Original Score - Motion Picture,2009,2010,False
6664,A Single Man,Abel Korzeniowski,Best Original Score - Motion Picture,2009,2010,False
6665,Where The Wild Things Are,"Karen O, Carter Burwell",Best Original Score - Motion Picture,2009,2010,False
6666,Crazy Heart,"""The Weary Kind (Theme From Crazy Heart)"", T Bone Burnett, Ryan Bingham",Best Original Song - Motion Picture,2009,2010,True
6667,Brothers,"""Winter"", U2",Best Original Song - Motion Picture,2009,2010,False
6668,Nine,"""Cinema Italiano"", Maury Yeston",Best Original Song - Motion Picture,2009,2010,False
6669,Everybody's Fine,"""(I Want To) Come Home"", Paul McCartney",Best Original Song - Motion Picture,2009,2010,False
6670,Avatar,"I See You, James Horner, Simon Franglen, Kuk Harrell",Best Original Song - Motion Picture,2009,2010,False
6671,,Mad Men,Best Television Series - Drama,2009,2010,True
6672,,Big Love,Best Television Series - Drama,2009,2010,False
6673,,Dexter,Best Television Series - Drama,2009,2010,False
6674,,House,Best Television Series - Drama,2009,2010,False
6675,,True Blood,Best Television Series - Drama,2009,2010,False
6676,,Glee,Best Television Series - Musical or Comedy,2009,2010,True
6677,,"Office, The",Best Television Series - Musical or Comedy,2009,2010,False
6678,,30 Rock,Best Television Series - Musical or Comedy,2009,2010,False
6679,,Entourage,Best Television Series - Musical or Comedy,2009,2010,False
6680,,Modern Family,Best Television Series - Musical or Comedy,2009,2010,False
6681,,Grey Gardens,Best Television Limited Series or Motion Picture Made for Television,2009,2010,True
6682,,Georgia O'Keeffe,Best Television Limited Series or Motion Picture Made for Television,2009,2010,False
6683,,Into The Storm,Best Television Limited Series or Motion Picture Made for Television,2009,2010,False
6684,,Little Dorrit,Best Television Limited Series or Motion Picture Made for Television,2009,2010,False
6685,,Taking Chance,Best Television Limited Series or Motion Picture Made for Television,2009,2010,False
6686,Grey Gardens,Drew Barrymore,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,2009,2010,True
6687,Grey Gardens,Jessica Lange,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6688,The Courageous Heart of Irena Sendler,Anna Paquin,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6689,Prayers For Bobby,Sigourney Weaver,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6690,Georgia O'Keeffe,Joan Allen,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6691,Taking Chance,Kevin Bacon,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2009,2010,True
6692,Wallander: One Step Behind,Kenneth Branagh,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6693,Endgame,Chiwetel Ejiofor,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6694,Into The Storm,Brendan Gleeson,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6695,Georgia O'Keeffe,Jeremy Irons,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2009,2010,False
6696,The Good Wife,Julianna Margulies,Best Performance by an Actress In A Television Series - Drama,2009,2010,True
6697,Damages,Glenn Close,Best Performance by an Actress In A Television Series - Drama,2009,2010,False
6698,Mad Men,January Jones,Best Performance by an Actress In A Television Series - Drama,2009,2010,False
6699,True Blood,Anna Paquin,Best Performance by an Actress In A Television Series - Drama,2009,2010,False
6700,"Closer, The",Kyra Sedgwick,Best Performance by an Actress In A Television Series - Drama,2009,2010,False
6701,Dexter,Michael C. Hall,Best Performance by an Actor In A Television Series - Drama,2009,2010,True
6702,"Mentalist, The",Simon Baker,Best Performance by an Actor In A Television Series - Drama,2009,2010,False
6703,Mad Men,Jon Hamm,Best Performance by an Actor In A Television Series - Drama,2009,2010,False
6704,House,Hugh Laurie,Best Performance by an Actor In A Television Series - Drama,2009,2010,False
6705,Big Love,Bill Paxton,Best Performance by an Actor In A Television Series - Drama,2009,2010,False
6706,United States Of Tara,Toni Collette,Best Performance by an Actress in a Television Series - Musical or Comedy,2009,2010,True
6707,Cougar Town,Courteney Cox,Best Performance by an Actress in a Television Series - Musical or Comedy,2009,2010,False
6708,Nurse Jackie,Edie Falco,Best Performance by an Actress in a Television Series - Musical or Comedy,2009,2010,False
6709,30 Rock,Tina Fey,Best Performance by an Actress in a Television Series - Musical or Comedy,2009,2010,False
