,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
28328,tt0110759,PCU,1994,Comedy,USA,6.6,"$4,330,020",62.0,16.0
28330,tt0110763,Pagemaster - L'avventura meravigliosa,1994,"Animation, Adventure, Comedy",USA,6.1,"$13,670,688",54.0,19.0
28334,tt0110771,Cronisti d'assalto,1994,"Comedy, Drama",USA,6.7,"$48,424,341",76.0,36.0
28360,tt0110857,Scuola di polizia: Missione a Mosca,1994,"Comedy, Crime",USA,3.6,"$126,247",116.0,26.0
28363,tt0110867,Pontiac Moon,1994,Drama,USA,5.7,"$11,669",20.0,7.0
28366,tt0110877,Il postino,1994,"Biography, Comedy, Drama","Italy, France, Belgium",7.7,"$21,898,920",123.0,43.0
28367,tt0110882,Prima della pioggia,1994,"Drama, War","Republic of North Macedonia, France, UK",8.0,"$763,847",75.0,33.0
28369,tt0110889,Il prete,1994,"Drama, Romance",UK,7.0,"$4,165,845",78.0,35.0
28372,tt0110892,La principessa degli intrighi,1994,"Comedy, Drama, History",UK,6.0,"$3,062,530",26.0,11.0
28378,tt0110907,Prêt-à-Porter,1994,"Comedy, Drama",USA,5.1,"$11,300,653",57.0,24.0
28381,tt0110912,Pulp Fiction,1994,"Crime, Drama",USA,8.9,"$222,831,817",3058.0,289.0
28383,tt0110917,Una pura formalità,1994,"Crime, Drama, Thriller","Italy, France",7.7,"$190,749",49.0,20.0
28387,tt0110932,Quiz Show,1994,"Biography, Drama, History",USA,7.5,"$24,822,619",177.0,61.0
28389,tt0110939,Benvenuti a Radioland,1994,"Comedy, Crime, Drama",USA,6.2,"$1,316,865",51.0,28.0
28392,tt0110944,Rapa Nui,1994,"Action, Adventure, Drama",USA,6.4,"$305,070",28.0,11.0
28394,tt0110950,"Giovani, carini e disoccupati",1994,"Comedy, Drama, Romance",USA,6.6,"$33,351,557",161.0,55.0
28396,tt0110955,C'eravamo tanto odiati,1994,"Comedy, Crime, Drama",USA,6.9,"$11,439,193",124.0,53.0
28401,tt0110963,La regina Margot,1994,"Biography, Drama, History","France, Italy, Germany",7.4,"$1,318,578",65.0,35.0
28404,tt0110971,Mezzo professore tra i marines,1994,"Comedy, Drama",USA,6.2,"$24,332,324",66.0,14.0
28407,tt0110978,Non aprite quella porta IV,1995,"Comedy, Horror, Thriller",USA,3.3,"$185,898",287.0,70.0
28411,tt0110989,Richie Rich - Il più ricco del mondo,1994,"Comedy, Family",USA,5.4,"$38,087,756",50.0,25.0
28413,tt0110997,The River Wild - Il fiume della paura,1994,"Adventure, Crime, Thriller",USA,6.4,"$94,216,343",80.0,53.0
28414,tt0110998,River of Grass,1994,Drama,USA,6.6,"$11,553",9.0,27.0
28416,tt0111001,Morti di salute,1994,"Comedy, Drama",USA,5.9,"$6,562,513",105.0,16.0
28417,tt0111003,Il terrore dalla sesta luna,1994,"Horror, Sci-Fi, Thriller",USA,5.9,"$8,647,042",66.0,53.0
28419,tt0111019,L'età acerba,1994,Drama,France,7.4,"$807,775",32.0,18.0
28422,tt0111048,S.F.W.,1994,"Comedy, Drama",USA,5.8,"$63,513",52.0,13.0
28424,tt0111054,Ritrovarsi,1994,Drama,USA,6.3,"$1,618,282",10.0,13.0
28430,tt0111070,Santa Clause,1994,"Comedy, Drama, Family","USA, Canada",6.5,"$189,833,357",138.0,80.0
28437,tt0111094,Un colpo da campione,1994,"Comedy, Drama, Sport","USA, Mexico",5.4,"$2,694,234",40.0,18.0
28438,tt0111102,Un padre in prestito,1994,Drama,"UK, USA",6.8,"$86,115",22.0,9.0
28443,tt0111125,Vite separate,1995,"Drama, Mystery, Romance",USA,5.0,"$961,147",6.0,2.0
28444,tt0111127,La signora ammazzatutti,1994,"Comedy, Crime, Thriller",USA,6.8,"$7,820,688",122.0,67.0
28449,tt0111143,L'uomo ombra,1994,"Action, Adventure, Crime",USA,6.1,"$48,063,435",158.0,91.0
28450,tt0111149,Piccoli omicidi tra amici,1994,"Crime, Thriller",UK,7.3,"$2,079,569",151.0,79.0
28453,tt0111161,Le ali della libertà,1994,Drama,USA,9.3,"$28,815,245",8232.0,164.0
28457,tt0111173,Shopping,1994,"Action, Crime, Drama","UK, Japan",5.4,"$3,061",43.0,14.0
28460,tt0111180,Sibak,1994,"Crime, Drama",Philippines,5.5,"$22,480",3.0,3.0
28464,tt0111187,Rosso d'autunno,1994,"Drama, Mystery, Thriller",USA,6.0,"$3,180,674",27.0,12.0
28467,tt0111194,Uno strano scherzo del destino,1994,"Drama, Comedy",USA,6.4,"$3,430,583",45.0,13.0
28471,tt0111201,Sirens - Sirene,1994,"Comedy, Drama, Romance","Australia, UK",5.8,"$7,770,731",84.0,24.0
28472,tt0111205,Sister My Sister,1994,"Drama, Thriller",UK,6.6,"$217,881",24.0,26.0
28476,tt0111218,Il tuo amico nel mio letto,1994,"Comedy, Drama, Romance",USA,5.7,"$200,151",19.0,9.0
28482,tt0111237,Qualcuno da amare,1994,"Comedy, Drama",USA,5.4,"$18,112",5.0,7.0
28488,tt0111252,Spanking the Monkey,1994,"Comedy, Drama",USA,6.2,"$1,359,736",70.0,34.0
28490,tt0111255,Lo specialista,1994,"Action, Drama, Thriller",USA,5.6,"$170,362,582",135.0,43.0
28491,tt0111256,"Ciao Julia, sono Kevin",1994,"Comedy, Romance",USA,5.8,"$20,667,959",32.0,20.0
28492,tt0111257,Speed,1994,"Action, Adventure, Thriller",USA,7.2,"$350,448,145",445.0,131.0
28495,tt0111271,Il guerriero del falco,1994,"Adventure, Biography, Drama","USA, Canada",6.0,"$3,342,223",17.0,8.0
28498,tt0111280,Generazioni,1994,"Action, Adventure, Mystery",USA,6.6,"$118,071,125",283.0,120.0
28499,tt0111282,Stargate,1994,"Action, Adventure, Sci-Fi","USA, France",7.1,"$196,567,262",297.0,107.0
28504,tt0111301,Street Fighter - Sfida finale,1994,"Action, Adventure, Comedy","Japan, USA",4.0,"$99,431,786",323.0,84.0
28507,tt0111309,Tutto ciò che siamo,1994,"Comedy, Drama",Australia,7.3,"$766,464",73.0,18.0
28508,tt0111323,Sopravvivere al gioco,1994,"Action, Adventure, Crime",USA,6.2,"$7,727,256",67.0,40.0
28509,tt0111333,L'incantesimo del lago,1994,"Animation, Comedy, Family",USA,6.4,"$9,771,658",68.0,24.0
28515,tt0111359,Pecos Bill - Una leggenda per amico,1995,"Adventure, Family, Fantasy",USA,5.9,"$11,047,627",34.0,15.0
28525,tt0111400,Terminal Velocity,1994,"Action, Mystery, Romance","USA, Canada",5.5,"$16,487,349",49.0,34.0
28530,tt0111418,"Amici per gioco, amici per sesso",1994,"Comedy, Drama, Romance",USA,6.3,"$14,815,317",65.0,28.0
28531,tt0111419,Thumbelina - Pollicina,1994,"Animation, Family, Fantasy","Ireland, USA, Canada, UK, Denmark, Spain, Poland, Hungary",6.4,"$11,373,501",79.0,16.0
28537,tt0111438,Timecop - Indagine dal futuro,1994,"Action, Crime, Sci-Fi","USA, Japan",5.9,"$101,646,581",152.0,92.0
28538,tt0111440,To Die For,1994,"Comedy, Drama, Romance",UK,5.1,"$27,455",6.0,5.0
28541,tt0111454,"Tom & Viv - nel bene, nel male, per sempre",1994,"Biography, Drama, Romance","UK, USA",6.3,"$538,534",22.0,18.0
28544,tt0111470,A.A.A. mamma cercasi,1994,"Comedy, Family, Fantasy",USA,5.6,"$319,123",8.0,4.0
28545,tt0111477,Bufera in paradiso,1994,"Adventure, Comedy, Crime",USA,6.0,"$6,017,509",50.0,20.0
28547,tt0111488,Il verdetto della paura,1994,"Crime, Drama, Thriller",USA,5.4,"$6,971,777",18.0,15.0
28549,tt0111495,Tre colori - Film rosso,1994,"Drama, Mystery, Romance","Switzerland, France, Poland",8.1,"$3,581,969",172.0,107.0
28551,tt0111503,True Lies,1994,"Action, Comedy, Thriller",USA,7.2,"$378,882,411",405.0,97.0
28553,tt0111507,Tre colori - Film bianco,1994,"Comedy, Drama, Romance","Switzerland, France, Poland",7.6,"$1,237,219",107.0,94.0
28555,tt0111512,Drunken Master II,1994,"Action, Comedy",Hong Kong,7.6,"$11,555,430",159.0,88.0
28561,tt0111543,Un indiano in città,1994,"Adventure, Comedy, Romance",France,5.7,"$722,182",11.0,14.0
28570,tt0111579,Sole ingannatore,1994,"Drama, History, War","Russia, France",7.9,"$2,313,461",83.0,33.0
28574,tt0111590,Vanya sulla 42esima strada,1994,"Comedy, Drama, Romance",USA,7.4,"$1,746,050",32.0,40.0
28588,tt0111653,Wagons East,1994,"Adventure, Comedy, Western","USA, Mexico",4.9,"$4,412,297",32.0,12.0
28590,tt0111666,War of the Buttons,1994,"Adventure, Drama, Family","UK, France, Japan, USA",7.4,"$12,712",29.0,8.0
28591,tt0111667,The War,1994,Drama,USA,6.8,"$16,928,556",64.0,25.0
28595,tt0111686,Nightmare - Nuovo incubo,1994,"Fantasy, Horror, Mystery",USA,6.4,"$19,721,741",301.0,100.0
28598,tt0111693,Amarsi,1994,"Drama, Romance",USA,6.6,"$50,021,959",101.0,22.0
28601,tt0111706,Whore 2,1994,Drama,USA,4.4,"$14,320",10.0,2.0
28602,tt0111712,Tre vedove e un delitto,1994,"Comedy, Crime, Mystery","UK, Ireland",6.6,"$6,243,722",15.0,14.0
28604,tt0111732,110 e lode,1994,"Comedy, Drama",USA,6.7,"$20,016,254",81.0,17.0
28606,tt0111742,Wolf - La belva è fuori,1994,"Drama, Horror, Romance",USA,6.2,"$131,002,597",155.0,83.0
28611,tt0111756,Wyatt Earp,1994,"Adventure, Biography, Crime",USA,6.7,"$25,052,000",173.0,48.0
28627,tt0111797,Mangiare bere uomo donna,1994,"Comedy, Drama, Romance",Taiwan,7.8,"$7,294,403",81.0,61.0
28642,tt0112255,Tre piccole pesti,1993,"Action, Comedy, Family",USA,4.3,"$413,479",29.0,2.0
28647,tt0112281,Ace Ventura - Missione Africa,1995,"Adventure, Comedy, Crime",USA,6.4,"$212,385,533",198.0,68.0
28649,tt0112286,Across the Sea of Time,1995,"Adventure, Drama, Family",USA,6.0,"$16,015,639",10.0,8.0
28650,tt0112288,The Addiction - Vampiri a New York,1995,"Drama, Horror",USA,6.5,"$307,308",99.0,75.0
28652,tt0112302,Le avventure di Tom Sawyer e Huck Finn,1995,"Adventure, Comedy, Drama",USA,5.5,"$23,920,048",26.0,14.0
28662,tt0112342,Piccolo panda,1995,"Adventure, Drama, Family",USA,5.8,"$7,506,759",14.0,10.0
28664,tt0112346,Il presidente - Una storia d'amore,1995,"Comedy, Drama, Romance",USA,6.8,"$107,879,496",232.0,60.0
28670,tt0112365,Angeli e insetti,1995,"Drama, Romance","UK, USA",6.8,"$3,414,301",63.0,38.0
28672,tt0112368,Angus,1995,"Comedy, Drama","UK, France, Germany, USA",6.7,"$4,821,759",59.0,23.0
28674,tt0112379,L'albero di Antonia,1995,"Comedy, Drama","Netherlands, Belgium, UK, France",7.4,"$4,249,321",76.0,47.0
28677,tt0112384,Apollo 13,1995,"Adventure, Drama, History",USA,7.6,"$355,237,933",389.0,160.0
28680,tt0112389,The Thief and the Cobbler,1993,"Animation, Action, Adventure","UK, USA, Canada, Taiwan, Ireland, China, Hong Kong, Thailand",7.1,"$669,276",52.0,15.0
28681,tt0112401,Assassins,1995,"Action, Crime, Thriller","France, USA",6.3,"$30,303,072",106.0,73.0
28688,tt0112427,Un'avventura terribilmente complicata,1995,"Comedy, Drama, Romance",UK,6.0,"$259,724",33.0,18.0
28689,tt0112431,"Babe, maialino coraggioso",1995,"Comedy, Drama, Family","Australia, USA",6.8,"$254,134,910",222.0,85.0
28691,tt0112435,Il club delle baby sitter,1995,"Comedy, Drama, Family",USA,5.8,"$9,685,976",38.0,22.0
28695,tt0112442,Bad Boys,1995,"Action, Comedy, Crime",USA,6.9,"$141,407,024",284.0,90.0
28696,tt0112443,Bad Company,1995,"Crime, Drama, Thriller",USA,5.4,"$3,674,841",21.0,14.0
28698,tt0112445,Il palloncino bianco,1995,"Drama, Family",Iran,7.7,"$924,940",38.0,29.0
28701,tt0112453,Balto,1995,"Animation, Adventure, Drama","USA, UK",7.1,"$11,349,090",101.0,23.0
28702,tt0112454,Bandwagon,1996,"Comedy, Music",USA,7.0,"$44,544",18.0,10.0
28705,tt0112461,Ritorno dal nulla,1995,"Biography, Crime, Drama",USA,7.3,"$2,381,087",184.0,41.0
28706,tt0112462,Batman Forever,1995,"Action, Adventure","USA, UK",5.4,"$336,567,531",616.0,186.0
28715,tt0112495,Oltre Rangoon,1995,"Action, Adventure, Drama","UK, USA",6.6,"$5,750,110",48.0,24.0
28716,tt0112499,Una squadra di classe,1995,"Comedy, Family, Sport",USA,5.6,"$17,736,619",30.0,13.0
28719,tt0112508,Billy Madison,1995,Comedy,USA,6.4,"$26,488,734",237.0,52.0
28727,tt0112536,Bloodsport 2,1996,"Action, Sport",USA,4.8,"$684,351",17.0,19.0
28728,tt0112537,Blue Juice,1995,"Comedy, Drama, Romance",UK,5.3,"$4,535",30.0,11.0
28729,tt0112541,Blue in the Face,1995,Comedy,USA,6.7,"$1,268,636",45.0,33.0
28740,tt0112571,A proposito di donne,1995,"Comedy, Drama","USA, France",6.5,"$23,440,188",49.0,34.0
28741,tt0112572,La famiglia Brady,1995,Comedy,USA,6.0,"$46,576,136",109.0,33.0
28742,tt0112573,Braveheart - Cuore impavido,1995,"Biography, Drama, History",USA,8.3,"$213,216,216",1276.0,148.0
28745,tt0112579,I ponti di Madison County,1995,"Drama, Romance",USA,7.6,"$182,016,617",251.0,78.0
28750,tt0112602,Un furfante tra i boy scout,1995,"Adventure, Comedy, Crime",USA,5.6,"$7,919,823",19.0,12.0
28751,tt0112604,Butterfly Kiss - Il bacio della farfalla,1995,"Comedy, Drama, Romance",UK,6.3,"$87,626",28.0,33.0
28752,tt0112606,Mariti imperfetti,1995,Comedy,USA,6.2,"$12,096,673",48.0,21.0
28763,tt0112625,L'inferno nello specchio (Candyman 2),1995,"Horror, Thriller","USA, UK",5.3,"$13,940,383",79.0,66.0
28767,tt0112637,Carrington,1995,"Biography, Drama, Romance","UK, France",6.8,"$3,242,342",56.0,36.0
28769,tt0112641,Casinò,1995,"Crime, Drama","France, USA",8.2,"$116,112,375",633.0,155.0
28770,tt0112642,Casper,1995,"Comedy, Family, Fantasy",USA,6.1,"$287,928,194",122.0,40.0
28782,tt0112679,Amiche,1995,"Drama, Romance","Ireland, USA, UK",6.6,"$23,389,975",53.0,24.0
28783,tt0112682,La città perduta,1995,"Fantasy, Sci-Fi","France, Germany, Spain, Belgium, USA",7.5,"$1,781,465",245.0,50.0
28785,tt0112688,Clockers,1995,"Crime, Drama, Mystery",USA,6.9,"$13,071,518",88.0,56.0
28787,tt0112697,Ragazze a Beverly Hills,1995,"Comedy, Romance",USA,6.8,"$60,895,179",329.0,113.0
28790,tt0112702,Coldblooded,1995,"Action, Comedy, Thriller",USA,6.7,"$16,198",35.0,14.0
28795,tt0112715,Congo,1995,"Action, Adventure, Mystery",USA,5.3,"$152,022,101",175.0,78.0
28797,tt0112722,Copycat - Omicidi in serie,1995,"Drama, Mystery, Thriller",USA,6.6,"$32,051,917",168.0,66.0
28803,tt0112740,Allarme rosso,1995,"Action, Drama, Thriller",USA,7.3,"$157,387,195",217.0,84.0
28804,tt0112744,Tre giorni per la verità,1995,"Drama, Thriller",USA,6.3,"$868,979",71.0,46.0
28805,tt0112749,Terra amata,1995,"Drama, Thriller","South Africa, USA",6.8,"$670,727",27.0,16.0
28807,tt0112757,Amici per sempre,1995,Drama,USA,7.7,"$2,568,425",73.0,22.0
28809,tt0112760,Corsari,1995,"Action, Adventure, Comedy","France, Italy, Germany, USA",5.7,"$10,017,322",189.0,71.0
28814,tt0112767,Cyclo,1995,"Crime, Drama","Vietnam, France, Hong Kong",7.3,"$284,692",25.0,30.0
28815,tt0112769,Il buio nella mente,1995,"Crime, Drama, Mystery","France, Germany",7.5,"$873,196",63.0,64.0
28818,tt0112777,Dadetown,1995,Drama,USA,6.9,"$37,092",11.0,10.0
28819,tt0112778,Sai yau gei: Yut gwong bou haap,1995,"Action, Adventure, Comedy","Hong Kong, China",7.7,"$1,499,696",24.0,25.0
28823,tt0112792,Pensieri pericolosi,1995,"Biography, Drama",USA,6.5,"$179,519,401",99.0,43.0
28828,tt0112817,Dead Man,1995,"Adventure, Drama, Fantasy","USA, Germany, Japan",7.6,"$1,037,847",343.0,115.0
28829,tt0112818,Dead Man Walking - Condannato a morte,1995,"Crime, Drama","UK, USA",7.5,"$39,363,635",214.0,66.0
28830,tt0112819,Dollari sporchi,1995,"Action, Crime, Drama",USA,6.9,"$24,147,179",90.0,39.0
28836,tt0112844,Hello Denise!,1995,Comedy,USA,6.6,"$148,121",19.0,22.0
28838,tt0112851,Desperado,1995,"Action, Crime, Thriller","USA, Mexico",7.2,"$25,405,445",213.0,108.0
28840,tt0112854,Mister Destiny,1995,"Crime, Comedy, Fantasy",USA,4.6,"$1,176,982",31.0,17.0
28842,tt0112857,Il diavolo in blu,1995,"Crime, Drama, Mystery",USA,6.7,"$16,140,822",64.0,63.0
28844,tt0112864,Die Hard - Duri a morire,1995,"Action, Adventure, Thriller",USA,7.6,"$366,236,538",388.0,169.0
28846,tt0112870,Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",India,8.1,"$36,785",138.0,22.0
28850,tt0112883,Don Juan DeMarco - Maestro d'amore,1994,"Comedy, Drama, Romance",USA,6.7,"$68,792,531",135.0,40.0
28852,tt0112887,Doom Generation,1995,"Comedy, Crime, Drama","USA, France",6.2,"$284,785",199.0,53.0
28854,tt0112895,Dr. Jekyll & Miss Hyde,1995,"Comedy, Romance, Sci-Fi","UK, USA, Canada",4.5,"$2,763,020",22.0,9.0
28855,tt0112896,Dracula morto e contento,1995,"Comedy, Fantasy, Horror","France, USA",5.9,"$10,772,144",141.0,55.0
28859,tt0112907,Drunks,1995,Drama,USA,6.3,"$38,268",23.0,13.0
28861,tt0112913,Angeli perduti,1995,"Comedy, Crime, Drama",Hong Kong,7.7,"$164,913",80.0,78.0
28873,tt0112950,Empire Records,1995,"Comedy, Drama, Music",USA,6.7,"$273,188",292.0,43.0
28878,tt0112966,L'inglese che salì la collina e scese da una montagna,1995,"Comedy, Drama, Romance",UK,6.6,"$10,904,930",84.0,38.0
28886,tt0113010,Facile preda,1995,"Action, Romance, Thriller",USA,4.3,"$11,534,477",65.0,48.0
28888,tt0113026,The Fantasticks,2000,"Musical, Romance",USA,5.6,"$49,666",70.0,24.0
28890,tt0113028,Lontano da casa,1995,"Adventure, Family",USA,6.4,"$11,642,946",19.0,12.0
28894,tt0113041,Il padre della sposa 2,1995,"Comedy, Family, Romance",USA,6.1,"$76,594,107",70.0,38.0
28896,tt0113044,Festa di luglio,1995,"Crime, Drama, Mystery","USA, UK",6.1,"$293,274",8.0,14.0
28900,tt0113057,La fille seule,1995,Drama,France,6.9,"$230,049",15.0,19.0
28906,tt0113071,Il primo cavaliere,1995,"Action, Adventure, Drama","USA, UK",6.0,"$127,600,435",196.0,59.0
28909,tt0113080,Flirt (New York-Berlino-Tokyo),1995,"Drama, Romance","USA, Germany, Japan",6.3,"$263,192",13.0,29.0
28911,tt0113083,Il fiore del mio segreto,1995,Drama,"Spain, France",7.0,"$1,104,622",27.0,46.0
28912,tt0113089,Fluke,1995,"Drama, Family, Fantasy",USA,6.7,"$3,987,768",48.0,25.0
28916,tt0113097,Forget Paris,1995,"Comedy, Romance",USA,6.5,"$33,177,694",58.0,33.0
28918,tt0113101,Four Rooms,1995,Comedy,USA,6.8,"$4,257,354",199.0,61.0
28920,tt0113107,Frankie delle stelle,1995,"Drama, Romance, War","Ireland, UK, France, USA",6.5,"$103,365",13.0,6.0
28923,tt0113114,Free Willy 2,1995,"Adventure, Drama, Family","France, USA, Luxembourg",5.1,"$30,077,111",24.0,19.0
28926,tt0113117,French Kiss,1995,"Comedy, Drama, Romance","UK, USA",6.6,"$101,982,854",122.0,46.0
28927,tt0113118,Ci vediamo venerdì,1995,"Comedy, Drama",USA,7.3,"$28,215,918",187.0,27.0
28930,tt0113122,Frisk,1995,"Drama, Thriller",USA,5.0,"$87,433",17.0,17.0
28931,tt0113133,Il commediante,1995,"Comedy, Drama","UK, USA",6.8,"$532,268",58.0,28.0
28937,tt0113149,Peccato che sia femmina,1995,Comedy,France,6.4,"$1,026,646",40.0,23.0
28940,tt0113158,Georgia,1995,"Drama, Music","France, USA",6.6,"$1,110,104",41.0,23.0
28941,tt0113161,Get Shorty,1995,"Comedy, Crime, Thriller",USA,6.9,"$115,101,622",161.0,106.0
28948,tt0113188,Un'amicizia pericolosa,1995,"Adventure, Drama, Family","Canada, USA",6.0,"$6,029,091",21.0,13.0
28949,tt0113189,GoldenEye,1995,"Action, Adventure, Thriller","UK, USA",7.2,"$352,194,034",479.0,92.0
28951,tt0113198,In viaggio con Pippo,1995,"Animation, Adventure, Comedy","USA, Australia, France, Canada",6.8,"$35,348,597",126.0,33.0
28952,tt0113199,Gordy,1994,"Comedy, Drama, Family",USA,3.8,"$3,941,146",33.0,12.0
28955,tt0113211,Storie d'amore,1995,"Comedy, Drama",USA,7.0,"$559,771",26.0,16.0
28958,tt0113224,The Grotesque,1995,"Comedy, Drama, Horror",UK,5.5,"$35,855",8.0,11.0
28959,tt0113228,That's amore! Due improbabili seduttori,1995,"Comedy, Romance",USA,6.7,"$71,518,503",65.0,29.0
28962,tt0113234,Gumby 1,1995,"Animation, Adventure, Comedy",USA,6.3,"$57,100",17.0,10.0
28965,tt0113243,Hackers,1995,"Comedy, Crime, Drama",USA,6.3,"$7,563,728",248.0,95.0
28966,tt0113247,L'odio,1995,"Crime, Drama",France,8.1,"$280,859",222.0,119.0
28968,tt0113253,Halloween 6 - La maledizione di Michael Myers,1995,"Horror, Thriller",USA,4.9,"$15,116,634",386.0,143.0
28975,tt0113277,Heat - La sfida,1995,"Crime, Drama, Thriller",USA,8.2,"$187,436,818",1088.0,210.0
28977,tt0113280,Dolly's Restaurant,1995,"Drama, Romance",USA,6.8,"$941,414",56.0,33.0
28980,tt0113303,Premonizioni,1995,"Fantasy, Horror, Thriller","USA, Canada",5.3,"$12,201,255",58.0,29.0
28981,tt0113305,L'università dell'odio,1995,"Crime, Drama, Thriller",USA,6.5,"$38,290,723",133.0,34.0
28984,tt0113314,Una casa per Oliver,1996,"Drama, Romance","UK, Germany, Spain, France",7.1,"$265,732",14.0,20.0
28986,tt0113321,A casa per le vacanze,1995,"Comedy, Drama, Romance",USA,6.6,"$17,519,169",99.0,52.0
28987,tt0113326,Terremoto nel Bronx,1995,"Action, Comedy, Crime",Hong Kong,6.8,"$32,392,047",107.0,73.0
28991,tt0113347,Gli anni dei ricordi,1995,"Comedy, Drama, Romance",USA,6.3,"$41,200,020",50.0,32.0
28996,tt0113360,In trappola,1995,"Action, Drama, Thriller",USA,6.0,"$6,609,661",61.0,37.0
28998,tt0113362,L'ussaro sul tetto,1995,"Adventure, Drama, Romance",France,7.1,"$1,320,043",27.0,32.0
29001,tt0113369,I Shot a Man in Vegas,1995,Drama,USA,4.1,"$2,684",3.0,1.0
29005,tt0113403,Nel bel mezzo di un gelido inverno,1995,Comedy,UK,7.1,"$469,571",38.0,16.0
29007,tt0113409,Il seme della follia,1995,"Drama, Horror, Mystery",USA,7.2,"$8,924,549",278.0,168.0
29008,tt0113416,Due ragazze innamorate,1995,"Comedy, Drama, Romance",USA,6.5,"$2,210,408",37.0,22.0
29010,tt0113419,La chiave magica,1995,"Drama, Family, Fantasy",USA,6.0,"$35,656,131",54.0,27.0
29012,tt0113425,Oltre il silenzio,1995,"Crime, Drama, Thriller",UK,5.4,"$8,225",8.0,9.0
29017,tt0113442,Matrimonio a 4 mani,1995,"Comedy, Family, Romance",USA,5.9,"$19,474,589",58.0,24.0
29018,tt0113443,Un party per Nick,1996,"Drama, Romance",USA,7.2,"$622,503",55.0,21.0
29020,tt0113448,Jack & Sarah,1995,"Comedy, Drama, Romance","France, UK",6.7,"$218,626",38.0,13.0
29022,tt0113451,Jade,1995,"Crime, Drama, Thriller",USA,5.3,"$9,851,610",75.0,53.0
29025,tt0113463,Jefferson in Paris,1995,"Biography, Drama, History","USA, France",5.7,"$2,473,668",33.0,20.0
29026,tt0113464,Jeffrey,1995,"Comedy, Drama",USA,6.8,"$3,487,767",55.0,20.0
29029,tt0113481,Johnny Mnemonic,1995,"Action, Drama, Sci-Fi","Canada, USA",5.7,"$19,075,720",149.0,108.0
29032,tt0113490,Il Viaggio Di August,1995,Drama,USA,6.5,"$14,381",19.0,13.0
29033,tt0113492,Dredd - La legge sono io,1995,"Action, Crime, Sci-Fi",USA,5.6,"$113,493,481",267.0,119.0
29034,tt0113497,Jumanji,1995,"Adventure, Comedy, Family",USA,7.0,"$262,821,940",255.0,73.0
29035,tt0113501,La giusta causa,1995,"Action, Crime, Drama",USA,6.4,"$36,853,222",90.0,33.0
29041,tt0113533,Una gorilla per amica,1995,"Adventure, Comedy, Drama","USA, Japan",5.1,"$3,730,409",12.0,5.0
29043,tt0113537,Scalciando e strillando,1995,"Comedy, Drama, Romance",USA,6.8,"$718,490",78.0,46.0
29044,tt0113538,Un ragazzo alla corte di re Artù,1995,"Adventure, Comedy, Family","USA, Hungary, UK",4.7,"$13,406,717",20.0,11.0
29045,tt0113540,Kids,1995,Drama,USA,7.1,"$7,412,216",425.0,77.0
29047,tt0113542,Killer - diario di un assassino,1995,"Biography, Crime, Drama",USA,6.3,"$82,029",16.0,16.0
29050,tt0113552,Il bacio della morte,1995,"Crime, Drama, Thriller",USA,5.9,"$14,942,422",60.0,37.0
29052,tt0113557,Kjærlighetens kjøtere,1995,Drama,"Norway, Sweden",7.3,"$10,493",11.0,15.0
29054,tt0113568,Ghost in the Shell,1995,"Animation, Action, Crime","Japan, UK",8.0,"$515,905",311.0,178.0
